time,temperature_2m,cloudcover,windspeed_10m,precipitation_probability,energy_load_mw,hour,day,weekday,month
1970-01-01 00:28:47.773200,11.5,100.0,20.3,,46840.72,0,1,3,1
1970-01-01 00:28:47.776800,12.4,95.0,17.6,,39367.6,0,1,3,1
1970-01-01 00:28:47.780400,13.5,98.0,23.4,,41320.66,0,1,3,1
1970-01-01 00:28:47.784000,14.4,100.0,22.0,,53720.4,0,1,3,1
1970-01-01 00:28:47.787600,14.3,100.0,20.3,,36729.36,0,1,3,1
1970-01-01 00:28:47.791200,13.3,100.0,20.0,,37195.49,0,1,3,1
1970-01-01 00:28:47.794800,12.7,100.0,23.6,,44793.81,0,1,3,1
1970-01-01 00:28:47.798400,12.6,100.0,23.4,,33426.39,0,1,3,1
1970-01-01 00:28:47.802000,12.5,100.0,22.1,,46278.18,0,1,3,1
1970-01-01 00:28:47.805600,12.9,100.0,22.9,,42272.34,0,1,3,1
1970-01-01 00:28:47.809200,13.7,78.0,23.3,,43718.15,0,1,3,1
1970-01-01 00:28:47.812800,13.3,83.0,23.0,,47392.61,0,1,3,1
1970-01-01 00:28:47.816400,13.3,100.0,23.5,,35938.24,0,1,3,1
1970-01-01 00:28:47.820000,13.1,100.0,23.8,,47093.86,0,1,3,1
1970-01-01 00:28:47.823600,13.2,100.0,24.4,,39758.88,0,1,3,1
1970-01-01 00:28:47.827200,13.2,100.0,26.8,,41985.57,0,1,3,1
1970-01-01 00:28:47.830800,13.5,100.0,26.7,,44678.54,0,1,3,1
1970-01-01 00:28:47.834400,13.6,100.0,23.8,,39144.49,0,1,3,1
1970-01-01 00:28:47.838000,13.7,100.0,20.5,,40162.96,0,1,3,1
1970-01-01 00:28:47.841600,13.6,99.0,18.0,,41761.65,0,1,3,1
1970-01-01 00:28:47.845200,12.9,61.0,13.9,,47423.81,0,1,3,1
1970-01-01 00:28:47.848800,12.6,84.0,13.7,,43133.85,0,1,3,1
1970-01-01 00:28:47.852400,12.8,98.0,15.0,,41165.21,0,1,3,1
1970-01-01 00:28:47.856000,13.1,97.0,16.3,,42229.87,0,1,3,1
1970-01-01 00:28:47.859600,13.7,100.0,20.3,,42857.09,0,1,3,1
1970-01-01 00:28:47.863200,14.5,94.0,23.5,,40743.68,0,1,3,1
1970-01-01 00:28:47.866800,15.6,39.0,21.3,,45722.35,0,1,3,1
1970-01-01 00:28:47.870400,16.6,100.0,21.3,,38952.7,0,1,3,1
1970-01-01 00:28:47.874000,17.1,100.0,20.7,,49403.29,0,1,3,1
1970-01-01 00:28:47.877600,16.1,95.0,21.5,,43399.57,0,1,3,1
1970-01-01 00:28:47.881200,15.9,66.0,23.3,,36747.14,0,1,3,1
1970-01-01 00:28:47.884800,15.2,51.0,24.4,,40983.92,0,1,3,1
1970-01-01 00:28:47.888400,15.0,20.0,21.9,,42778.75,0,1,3,1
1970-01-01 00:28:47.892000,14.0,25.0,21.7,,42112.38,0,1,3,1
1970-01-01 00:28:47.895600,12.9,27.0,19.6,,48089.39,0,1,3,1
1970-01-01 00:28:47.899200,12.1,20.0,19.5,,36061.89,0,1,3,1
1970-01-01 00:28:47.902800,11.7,28.0,19.4,,42525.92,0,1,3,1
1970-01-01 00:28:47.906400,11.6,30.0,18.0,,43343.57,0,1,3,1
1970-01-01 00:28:47.910000,11.1,26.0,18.2,,45489.29,0,1,3,1
1970-01-01 00:28:47.913600,10.9,14.0,18.3,,35971.58,0,1,3,1
1970-01-01 00:28:47.917200,10.3,30.0,16.5,,41917.23,0,1,3,1
1970-01-01 00:28:47.920800,10.3,25.0,14.1,,40266.08,0,1,3,1
1970-01-01 00:28:47.924400,9.8,20.0,13.4,,41457.24,0,1,3,1
1970-01-01 00:28:47.928000,9.2,59.0,13.1,,42075.29,0,1,3,1
1970-01-01 00:28:47.931600,9.2,37.0,13.1,,43862.35,0,1,3,1
1970-01-01 00:28:47.935200,9.0,50.0,12.6,,39214.82,0,1,3,1
1970-01-01 00:28:47.938800,9.0,50.0,12.4,,38565.52,0,1,3,1
1970-01-01 00:28:47.942400,9.5,19.0,13.1,,41511.63,0,1,3,1
1970-01-01 00:28:47.946000,10.8,25.0,11.1,,46329.15,0,1,3,1
1970-01-01 00:28:47.949600,12.7,30.0,12.7,,40409.95,0,1,3,1
1970-01-01 00:28:47.953200,14.4,47.0,17.5,,43630.3,0,1,3,1
1970-01-01 00:28:47.956800,14.7,59.0,18.0,,36421.15,0,1,3,1
1970-01-01 00:28:47.960400,14.8,52.0,16.4,,39951.1,0,1,3,1
1970-01-01 00:28:47.964000,15.2,53.0,14.3,,42787.8,0,1,3,1
1970-01-01 00:28:47.967600,15.5,41.0,14.5,,44950.75,0,1,3,1
1970-01-01 00:28:47.971200,15.2,55.0,14.6,,41161.63,0,1,3,1
1970-01-01 00:28:47.974800,14.7,16.0,13.6,,44735.37,0,1,3,1
1970-01-01 00:28:47.978400,13.5,27.0,8.5,,41417.03,0,1,3,1
1970-01-01 00:28:47.982000,11.6,17.0,8.0,,40362.98,0,1,3,1
1970-01-01 00:28:47.985600,10.6,2.0,7.4,,48626.39,0,1,3,1
1970-01-01 00:28:47.989200,9.5,2.0,7.3,,41510.12,0,1,3,1
1970-01-01 00:28:47.992800,8.8,3.0,7.3,,42594.49,0,1,3,1
1970-01-01 00:28:47.996400,8.1,7.0,7.8,,43880.07,0,1,3,1
1970-01-01 00:28:48.000000,7.4,14.0,8.3,,42566.09,0,1,3,1
1970-01-01 00:28:48.003600,7.3,35.0,7.1,,45842.95,0,1,3,1
1970-01-01 00:28:48.007200,7.2,21.0,7.7,,39545.05,0,1,3,1
1970-01-01 00:28:48.010800,5.9,13.0,7.7,,41087.74,0,1,3,1
1970-01-01 00:28:48.014400,5.8,9.0,7.0,,42117.63,0,1,3,1
1970-01-01 00:28:48.018000,5.8,55.0,7.0,,46435.81,0,1,3,1
1970-01-01 00:28:48.021600,6.5,90.0,5.0,,40582.98,0,1,3,1
1970-01-01 00:28:48.025200,6.0,72.0,5.0,,38277.23,0,1,3,1
1970-01-01 00:28:48.028800,7.2,100.0,2.7,,38360.74,0,1,3,1
1970-01-01 00:28:48.032400,9.4,45.0,3.1,,41053.97,0,1,3,1
1970-01-01 00:28:48.036000,12.1,44.0,0.0,,44356.12,0,1,3,1
1970-01-01 00:28:48.039600,14.3,85.0,6.3,,39706.73,0,1,3,1
1970-01-01 00:28:48.043200,15.2,56.0,11.1,,48232.04,0,1,3,1
1970-01-01 00:28:48.046800,15.6,43.0,10.9,,43055.54,0,1,3,1
1970-01-01 00:28:48.050400,15.7,30.0,8.9,,39486.01,0,1,3,1
1970-01-01 00:28:48.054000,16.1,73.0,7.5,,45227.52,0,1,3,1
1970-01-01 00:28:48.057600,16.1,86.0,7.4,,41047.14,0,1,3,1
1970-01-01 00:28:48.061200,15.6,100.0,5.8,,38192.65,0,1,3,1
1970-01-01 00:28:48.064800,13.4,100.0,6.2,,39983.91,0,1,3,1
1970-01-01 00:28:48.068400,11.1,100.0,7.2,,42150.92,0,1,3,1
1970-01-01 00:28:48.072000,10.7,100.0,7.8,,43905.77,0,1,3,1
1970-01-01 00:28:48.075600,9.8,100.0,8.2,,42412.12,0,1,3,1
1970-01-01 00:28:48.079200,8.0,83.0,8.1,,36407.11,0,1,3,1
1970-01-01 00:28:48.082800,6.8,81.0,9.7,,42802.14,0,1,3,1
1970-01-01 00:28:48.086400,6.3,73.0,9.8,,39920.5,0,1,3,1
1970-01-01 00:28:48.090000,6.2,44.0,10.3,,39474.66,0,1,3,1
1970-01-01 00:28:48.093600,6.1,70.0,11.1,,43559.17,0,1,3,1
1970-01-01 00:28:48.097200,6.1,66.0,10.3,,40884.45,0,1,3,1
1970-01-01 00:28:48.100800,6.5,94.0,7.1,,37552.05,0,1,3,1
1970-01-01 00:28:48.104400,7.5,89.0,7.9,,40250.85,0,1,3,1
1970-01-01 00:28:48.108000,8.9,100.0,8.1,,43797.06,0,1,3,1
1970-01-01 00:28:48.111600,10.4,100.0,9.7,,43204.69,0,1,3,1
1970-01-01 00:28:48.115200,11.3,100.0,11.6,,45031.81,0,1,3,1
1970-01-01 00:28:48.118800,12.4,100.0,11.3,,41176.85,0,1,3,1
1970-01-01 00:28:48.122400,13.8,54.0,12.5,,42043.23,0,1,3,1
1970-01-01 00:28:48.126000,15.3,68.0,17.5,,43369.74,0,1,3,1
1970-01-01 00:28:48.129600,15.9,71.0,18.6,,42096.41,0,1,3,1
1970-01-01 00:28:48.133200,16.4,76.0,18.3,,36936.27,0,1,3,1
1970-01-01 00:28:48.136800,16.8,76.0,17.7,,42517.45,0,1,3,1
1970-01-01 00:28:48.140400,16.7,27.0,17.3,,46764.9,0,1,3,1
1970-01-01 00:28:48.144000,16.3,11.0,17.6,,41810.31,0,1,3,1
1970-01-01 00:28:48.147600,15.4,22.0,16.5,,40504.02,0,1,3,1
1970-01-01 00:28:48.151200,13.6,34.0,15.0,,41217.73,0,1,3,1
1970-01-01 00:28:48.154800,12.0,17.0,12.1,,42926.09,0,1,3,1
1970-01-01 00:28:48.158400,11.2,100.0,10.4,,36439.52,0,1,3,1
1970-01-01 00:28:48.162000,11.4,74.0,11.6,,43958.01,0,1,3,1
1970-01-01 00:28:48.165600,11.4,100.0,14.5,,36590.64,0,1,3,1
1970-01-01 00:28:48.169200,11.7,100.0,14.8,,38731.67,0,1,3,1
1970-01-01 00:28:48.172800,11.7,100.0,13.8,,41124.02,0,1,3,1
1970-01-01 00:28:48.176400,11.8,100.0,14.9,,39915.49,0,1,3,1
1970-01-01 00:28:48.180000,12.0,96.0,15.1,,47258.53,0,1,3,1
1970-01-01 00:28:48.183600,12.1,100.0,16.0,,38954.43,0,1,3,1
1970-01-01 00:28:48.187200,12.2,100.0,11.4,,38156.38,0,1,3,1
1970-01-01 00:28:48.190800,12.3,100.0,14.0,,34844.74,0,1,3,1
1970-01-01 00:28:48.194400,12.4,100.0,12.5,,47429.96,0,1,3,1
1970-01-01 00:28:48.198000,12.4,70.0,14.6,,37082.39,0,1,3,1
1970-01-01 00:28:48.201600,12.3,9.0,15.4,,38575.45,0,1,3,1
1970-01-01 00:28:48.205200,13.3,84.0,19.0,,43079.49,0,1,3,1
1970-01-01 00:28:48.208800,14.5,97.0,23.7,,40995.0,0,1,3,1
1970-01-01 00:28:48.212400,14.9,100.0,20.9,,42530.92,0,1,3,1
1970-01-01 00:28:48.216000,14.6,100.0,17.9,,41548.83,0,1,3,1
1970-01-01 00:28:48.219600,14.5,100.0,19.2,,38968.54,0,1,3,1
1970-01-01 00:28:48.223200,14.7,100.0,18.6,,40783.44,0,1,3,1
1970-01-01 00:28:48.226800,14.6,100.0,18.0,,45417.86,0,1,3,1
1970-01-01 00:28:48.230400,15.5,100.0,20.3,,43324.12,0,1,3,1
1970-01-01 00:28:48.234000,15.1,100.0,12.7,,44143.5,0,1,3,1
1970-01-01 00:28:48.237600,15.0,100.0,12.5,,44500.24,0,1,3,1
1970-01-01 00:28:48.241200,14.8,100.0,16.4,,40261.07,0,1,3,1
1970-01-01 00:28:48.244800,15.3,99.0,20.1,,45470.44,0,1,3,1
1970-01-01 00:28:48.248400,15.3,64.0,20.7,,37051.82,0,1,3,1
1970-01-01 00:28:48.252000,15.2,23.0,20.1,,40271.68,0,1,3,1
1970-01-01 00:28:48.255600,14.1,5.0,15.6,,46683.19,0,1,3,1
1970-01-01 00:28:48.259200,13.2,41.0,15.6,,48572.22,0,1,3,1
1970-01-01 00:28:48.262800,12.8,74.0,14.4,,36897.09,0,1,3,1
1970-01-01 00:28:48.266400,12.8,94.0,17.6,,39591.02,0,1,3,1
1970-01-01 00:28:48.270000,12.2,19.0,13.8,,45429.41,0,1,3,1
1970-01-01 00:28:48.273600,11.6,34.0,11.9,,43521.58,0,1,3,1
1970-01-01 00:28:48.277200,11.6,49.0,13.3,,45127.15,0,1,3,1
1970-01-01 00:28:48.280800,11.9,12.0,14.1,,37582.98,0,1,3,1
1970-01-01 00:28:48.284400,11.8,10.0,13.5,,42809.29,0,1,3,1
1970-01-01 00:28:48.288000,12.2,16.0,15.3,,37397.5,0,1,3,1
1970-01-01 00:28:48.291600,13.5,99.0,17.4,,40112.4,0,1,3,1
1970-01-01 00:28:48.295200,14.6,45.0,16.8,,42989.88,0,1,3,1
1970-01-01 00:28:48.298800,15.9,43.0,20.7,,39824.63,0,1,3,1
1970-01-01 00:28:48.302400,16.8,42.0,19.7,,39977.5,0,1,3,1
1970-01-01 00:28:48.306000,17.5,75.0,18.5,,40606.56,0,1,3,1
1970-01-01 00:28:48.309600,17.4,40.0,17.1,,36598.02,0,1,3,1
1970-01-01 00:28:48.313200,17.4,65.0,19.5,,40868.28,0,1,3,1
1970-01-01 00:28:48.316800,16.8,35.0,16.7,,44723.92,0,1,3,1
1970-01-01 00:28:48.320400,16.4,41.0,15.8,,43209.42,0,1,3,1
1970-01-01 00:28:48.324000,15.0,98.0,14.2,,40631.39,0,1,3,1
1970-01-01 00:28:48.327600,13.9,93.0,11.6,,35062.08,0,1,3,1
1970-01-01 00:28:48.331200,13.5,99.0,8.2,,41163.75,0,1,3,1
1970-01-01 00:28:48.334800,13.5,100.0,9.2,,39895.11,0,1,3,1
1970-01-01 00:28:48.338400,13.9,100.0,12.6,,44867.03,0,1,3,1
1970-01-01 00:28:48.342000,13.7,100.0,10.3,,41733.78,0,1,3,1
1970-01-01 00:28:48.345600,13.4,100.0,15.0,,41180.97,0,1,3,1
1970-01-01 00:28:48.349200,13.4,35.0,12.6,,43643.28,0,1,3,1
1970-01-01 00:28:48.352800,13.2,21.0,11.3,,40475.43,0,1,3,1
1970-01-01 00:28:48.356400,13.3,32.0,12.7,,42417.25,0,1,3,1
1970-01-01 00:28:48.360000,12.8,24.0,12.0,,46227.48,0,1,3,1
1970-01-01 00:28:48.363600,12.4,7.0,11.4,,39344.15,0,1,3,1
1970-01-01 00:28:48.367200,12.2,27.0,10.3,,39434.93,0,1,3,1
1970-01-01 00:28:48.370800,12.5,100.0,13.2,,45773.03,0,1,3,1
1970-01-01 00:28:48.374400,13.4,61.0,17.4,,38170.66,0,1,3,1
1970-01-01 00:28:48.378000,13.9,61.0,20.1,,44373.6,0,1,3,1
1970-01-01 00:28:48.381600,15.2,70.0,18.6,,40871.33,0,1,3,1
1970-01-01 00:28:48.385200,15.9,54.0,27.0,,37897.22,0,1,3,1
1970-01-01 00:28:48.388800,16.8,67.0,24.9,,33011.49,0,1,3,1
1970-01-01 00:28:48.392400,17.1,37.0,25.2,,40823.67,0,1,3,1
1970-01-01 00:28:48.396000,16.1,78.0,21.3,,38843.97,0,1,3,1
1970-01-01 00:28:48.399600,15.8,98.0,24.4,,42439.29,0,1,3,1
1970-01-01 00:28:48.403200,15.7,100.0,22.7,,44251.79,0,1,3,1
1970-01-01 00:28:48.406800,15.4,100.0,16.6,,40445.71,0,1,3,1
1970-01-01 00:28:48.410400,14.7,100.0,20.5,,37590.18,0,1,3,1
1970-01-01 00:28:48.414000,13.9,100.0,21.2,,43210.9,0,1,3,1
1970-01-01 00:28:48.417600,13.8,100.0,18.2,,42173.39,0,1,3,1
1970-01-01 00:28:48.421200,13.6,100.0,18.2,,40469.65,0,1,3,1
1970-01-01 00:28:48.424800,13.4,99.0,18.7,,41405.08,0,1,3,1
1970-01-01 00:28:48.428400,13.2,100.0,19.3,,45554.24,0,1,3,1
1970-01-01 00:28:48.432000,13.2,100.0,19.3,,45530.16,0,1,3,1
1970-01-01 00:28:48.435600,13.5,84.0,22.1,,38147.06,0,1,3,1
1970-01-01 00:28:48.439200,13.4,69.0,20.4,,36722.62,0,1,3,1
1970-01-01 00:28:48.442800,13.2,79.0,20.6,,40297.84,0,1,3,1
1970-01-01 00:28:48.446400,13.1,86.0,18.6,,38227.9,0,1,3,1
1970-01-01 00:28:48.450000,13.0,100.0,18.2,,45338.61,0,1,3,1
1970-01-01 00:28:48.453600,12.9,100.0,17.3,,42077.87,0,1,3,1
1970-01-01 00:28:48.457200,13.0,100.0,16.8,,46234.94,0,1,3,1
1970-01-01 00:28:48.460800,12.9,100.0,16.1,,45697.26,0,1,3,1
1970-01-01 00:28:48.464400,13.4,100.0,16.8,,42653.16,0,1,3,1
1970-01-01 00:28:48.468000,14.0,100.0,15.8,,36087.8,0,1,3,1
1970-01-01 00:28:48.471600,14.6,100.0,11.9,,40388.21,0,1,3,1
1970-01-01 00:28:48.475200,14.8,97.0,9.5,,39639.08,0,1,3,1
1970-01-01 00:28:48.478800,15.5,57.0,7.8,,44175.57,0,1,3,1
1970-01-01 00:28:48.482400,16.5,64.0,9.6,,35852.79,0,1,3,1
1970-01-01 00:28:48.486000,16.3,70.0,12.0,,39491.72,0,1,3,1
1970-01-01 00:28:48.489600,15.8,45.0,12.9,,45824.85,0,1,3,1
1970-01-01 00:28:48.493200,15.6,88.0,13.4,,35046.27,0,1,3,1
1970-01-01 00:28:48.496800,14.2,65.0,11.8,,38695.86,0,1,3,1
1970-01-01 00:28:48.500400,12.8,100.0,14.4,,45680.04,0,1,3,1
1970-01-01 00:28:48.504000,12.9,100.0,17.8,,38677.61,0,1,3,1
1970-01-01 00:28:48.507600,12.7,99.0,18.4,,41807.99,0,1,3,1
1970-01-01 00:28:48.511200,12.5,100.0,19.9,,39698.0,0,1,3,1
1970-01-01 00:28:48.514800,12.8,97.0,20.2,,41563.02,0,1,3,1
1970-01-01 00:28:48.518400,12.5,100.0,21.5,,49605.66,0,1,3,1
1970-01-01 00:28:48.522000,12.2,66.0,20.2,,42017.67,0,1,3,1
1970-01-01 00:28:48.525600,12.3,77.0,18.1,,42301.94,0,1,3,1
1970-01-01 00:28:48.529200,11.8,99.0,19.0,,44490.13,0,1,3,1
1970-01-01 00:28:48.532800,11.3,96.0,19.1,,38132.37,0,1,3,1
1970-01-01 00:28:48.536400,10.7,100.0,18.9,,49227.85,0,1,3,1
1970-01-01 00:28:48.540000,10.3,90.0,16.9,,44931.28,0,1,3,1
1970-01-01 00:28:48.543600,9.7,100.0,15.6,,38693.84,0,1,3,1
1970-01-01 00:28:48.547200,9.3,100.0,15.5,,45238.41,0,1,3,1
1970-01-01 00:28:48.550800,9.0,100.0,14.1,,39857.64,0,1,3,1
1970-01-01 00:28:48.554400,9.1,100.0,15.1,,42457.42,0,1,3,1
1970-01-01 00:28:48.558000,9.2,100.0,15.5,,39165.28,0,1,3,1
1970-01-01 00:28:48.561600,9.4,100.0,15.3,,37754.87,0,1,3,1
1970-01-01 00:28:48.565200,9.4,100.0,14.0,,45801.75,0,1,3,1
1970-01-01 00:28:48.568800,10.7,73.0,13.0,,43596.29,0,1,3,1
1970-01-01 00:28:48.572400,11.5,64.0,14.6,,46701.56,0,1,3,1
1970-01-01 00:28:48.576000,11.5,94.0,12.6,,42052.17,0,1,3,1
1970-01-01 00:28:48.579600,11.2,43.0,13.5,,44062.16,0,1,3,1
1970-01-01 00:28:48.583200,9.7,18.0,9.3,,39148.91,0,1,3,1
1970-01-01 00:28:48.586800,8.3,1.0,9.6,,35460.04,0,1,3,1
1970-01-01 00:28:48.590400,6.8,3.0,7.5,,40073.77,0,1,3,1
1970-01-01 00:28:48.594000,6.0,9.0,7.5,,37202.51,0,1,3,1
1970-01-01 00:28:48.597600,5.4,10.0,6.8,,40131.66,0,1,3,1
1970-01-01 00:28:48.601200,4.2,6.0,8.8,,48635.32,0,1,3,1
1970-01-01 00:28:48.604800,3.8,8.0,8.1,,41178.9,0,1,3,1
1970-01-01 00:28:48.608400,3.1,1.0,7.5,,43831.79,0,1,3,1
1970-01-01 00:28:48.612000,4.6,2.0,4.8,,46624.14,0,1,3,1
1970-01-01 00:28:48.615600,4.0,4.0,3.5,,40785.73,0,1,3,1
1970-01-01 00:28:48.619200,2.5,0.0,6.5,,38291.48,0,1,3,1
1970-01-01 00:28:48.622800,2.3,2.0,6.8,,40289.32,0,1,3,1
1970-01-01 00:28:48.626400,2.2,5.0,6.8,,45476.96,0,1,3,1
1970-01-01 00:28:48.630000,2.0,98.0,5.4,,43901.94,0,1,3,1
1970-01-01 00:28:48.633600,2.8,97.0,3.8,,45987.62,0,1,3,1
1970-01-01 00:28:48.637200,4.7,41.0,4.5,,43075.58,0,1,3,1
1970-01-01 00:28:48.640800,7.1,2.0,3.5,,41150.19,0,1,3,1
1970-01-01 00:28:48.644400,9.1,0.0,2.7,,44382.08,0,1,3,1
1970-01-01 00:28:48.648000,10.4,0.0,3.0,,39543.74,0,1,3,1
1970-01-01 00:28:48.651600,11.2,0.0,3.9,,37135.36,0,1,3,1
1970-01-01 00:28:48.655200,11.8,13.0,6.9,,45231.11,0,1,3,1
1970-01-01 00:28:48.658800,12.1,23.0,7.7,,34973.63,0,1,3,1
1970-01-01 00:28:48.662400,12.0,10.0,7.0,,46854.08,0,1,3,1
1970-01-01 00:28:48.666000,11.7,7.0,4.8,,39230.55,0,1,3,1
1970-01-01 00:28:48.669600,10.4,59.0,3.4,,42921.31,0,1,3,1
1970-01-01 00:28:48.673200,8.4,100.0,5.8,,42341.78,0,1,3,1
1970-01-01 00:28:48.676800,8.3,100.0,6.5,,42427.15,0,1,3,1
1970-01-01 00:28:48.680400,8.8,100.0,8.5,,40750.44,0,1,3,1
1970-01-01 00:28:48.684000,8.9,81.0,11.6,,43916.72,0,1,3,1
1970-01-01 00:28:48.687600,8.4,100.0,12.1,,39952.18,0,1,3,1
1970-01-01 00:28:48.691200,8.3,100.0,13.6,,42312.85,0,1,3,1
1970-01-01 00:28:48.694800,8.0,100.0,12.6,,40020.41,0,1,3,1
1970-01-01 00:28:48.698400,8.8,100.0,13.6,,42836.34,0,1,3,1
1970-01-01 00:28:48.702000,8.8,100.0,14.1,,46865.67,0,1,3,1
1970-01-01 00:28:48.705600,9.1,100.0,15.9,,44021.57,0,1,3,1
1970-01-01 00:28:48.709200,9.4,100.0,14.9,,42332.03,0,1,3,1
1970-01-01 00:28:48.712800,9.4,100.0,13.2,,45155.4,0,1,3,1
1970-01-01 00:28:48.716400,9.0,100.0,11.5,,44851.99,0,1,3,1
1970-01-01 00:28:48.720000,9.1,100.0,12.1,,43137.62,0,1,3,1
1970-01-01 00:28:48.723600,9.6,100.0,10.7,,47900.28,0,1,3,1
1970-01-01 00:28:48.727200,11.2,100.0,16.1,,43594.88,0,1,3,1
1970-01-01 00:28:48.730800,12.4,100.0,16.2,,33157.09,0,1,3,1
1970-01-01 00:28:48.734400,12.5,100.0,16.0,,42471.6,0,1,3,1
1970-01-01 00:28:48.738000,13.6,100.0,17.3,,38887.17,0,1,3,1
1970-01-01 00:28:48.741600,14.9,74.0,20.8,,44210.54,0,1,3,1
1970-01-01 00:28:48.745200,14.5,72.0,21.9,,39660.49,0,1,3,1
1970-01-01 00:28:48.748800,13.3,48.0,19.4,,32803.73,0,1,3,1
1970-01-01 00:28:48.752400,13.5,26.0,18.1,,37765.95,0,1,3,1
1970-01-01 00:28:48.756000,12.5,23.0,19.9,,44539.68,0,1,3,1
1970-01-01 00:28:48.759600,11.1,4.0,19.2,,48584.47,0,1,3,1
1970-01-01 00:28:48.763200,9.9,10.0,17.1,,37074.53,0,1,3,1
1970-01-01 00:28:48.766800,9.6,18.0,19.3,,36917.2,0,1,3,1
1970-01-01 00:28:48.770400,9.0,0.0,19.1,,45680.04,0,1,3,1
1970-01-01 00:28:48.774000,8.2,17.0,17.7,,48196.56,0,1,3,1
1970-01-01 00:28:48.777600,7.6,100.0,19.6,,39484.78,0,1,3,1
1970-01-01 00:28:48.781200,7.5,96.0,21.6,,37805.48,0,1,3,1
1970-01-01 00:28:48.784800,6.9,100.0,20.3,,42130.32,0,1,3,1
1970-01-01 00:28:48.788400,6.6,100.0,18.0,,42252.99,0,1,3,1
1970-01-01 00:28:48.792000,6.5,100.0,17.1,,40606.75,0,1,3,1
1970-01-01 00:28:48.795600,6.2,100.0,15.4,,39448.09,0,1,3,1
1970-01-01 00:28:48.799200,5.4,77.0,12.8,,53376.06,0,1,3,1
1970-01-01 00:28:48.802800,4.9,99.0,11.4,,50343.66,0,1,3,1
1970-01-01 00:28:48.806400,4.8,100.0,10.6,,39117.64,0,1,3,1
1970-01-01 00:28:48.810000,6.2,100.0,10.9,,41409.36,0,1,3,1
1970-01-01 00:28:48.813600,7.6,100.0,9.7,,46053.17,0,1,3,1
1970-01-01 00:28:48.817200,9.4,100.0,9.3,,38125.74,0,1,3,1
1970-01-01 00:28:48.820800,10.4,100.0,6.9,,48373.13,0,1,3,1
1970-01-01 00:28:48.824400,10.7,100.0,5.6,,41750.06,0,1,3,1
1970-01-01 00:28:48.828000,10.7,100.0,0.4,,43349.86,0,1,3,1
1970-01-01 00:28:48.831600,10.7,100.0,1.7,,42575.53,0,1,3,1
1970-01-01 00:28:48.835200,10.6,100.0,3.6,,43672.0,0,1,3,1
1970-01-01 00:28:48.838800,10.2,100.0,2.2,,34798.06,0,1,3,1
1970-01-01 00:28:48.842400,10.2,100.0,2.3,,40098.32,0,1,3,1
1970-01-01 00:28:48.846000,8.1,100.0,5.6,,43851.92,0,1,3,1
1970-01-01 00:28:48.849600,7.9,100.0,5.0,,41716.55,0,1,3,1
1970-01-01 00:28:48.853200,7.9,100.0,5.1,,34842.5,0,1,3,1
1970-01-01 00:28:48.856800,7.8,100.0,5.1,,42812.86,0,1,3,1
1970-01-01 00:28:48.860400,7.6,100.0,6.9,,44729.57,0,1,3,1
1970-01-01 00:28:48.864000,7.4,100.0,8.5,,39444.39,0,1,3,1
1970-01-01 00:28:48.867600,7.9,100.0,10.1,,45791.3,0,1,3,1
1970-01-01 00:28:48.871200,7.8,100.0,12.0,,39270.55,0,1,3,1
1970-01-01 00:28:48.874800,8.0,100.0,11.3,,36505.65,0,1,3,1
1970-01-01 00:28:48.878400,8.4,100.0,12.4,,42923.25,0,1,3,1
1970-01-01 00:28:48.882000,8.5,100.0,14.3,,43348.39,0,1,3,1
1970-01-01 00:28:48.885600,8.7,100.0,15.2,,41553.97,0,1,3,1
1970-01-01 00:28:48.889200,9.0,100.0,15.9,,37515.7,0,1,3,1
1970-01-01 00:28:48.892800,9.1,100.0,15.8,,42050.4,0,1,3,1
1970-01-01 00:28:48.896400,9.4,100.0,18.1,,43821.87,0,1,3,1
1970-01-01 00:28:48.900000,10.0,100.0,20.1,,39613.37,0,1,3,1
1970-01-01 00:28:48.903600,10.6,22.0,20.4,,47323.19,0,1,3,1
1970-01-01 00:28:48.907200,12.1,73.0,24.6,,41472.61,0,1,3,1
1970-01-01 00:28:48.910800,13.1,100.0,21.7,,40349.79,0,1,3,1
1970-01-01 00:28:48.914400,12.0,100.0,18.9,,44054.58,0,1,3,1
1970-01-01 00:28:48.918000,12.2,100.0,16.4,,43249.15,0,1,3,1
1970-01-01 00:28:48.921600,12.0,99.0,13.6,,41999.69,0,1,3,1
1970-01-01 00:28:48.925200,12.0,100.0,13.6,,44689.3,0,1,3,1
1970-01-01 00:28:48.928800,11.6,100.0,13.6,,37083.24,0,1,3,1
1970-01-01 00:28:48.932400,11.3,100.0,13.4,,46343.07,0,1,3,1
1970-01-01 00:28:48.936000,11.1,100.0,12.4,,41614.15,0,1,3,1
1970-01-01 00:28:48.939600,11.1,100.0,14.1,,41921.44,0,1,3,1
1970-01-01 00:28:48.943200,11.1,100.0,14.3,,36825.17,0,1,3,1
1970-01-01 00:28:48.946800,11.2,100.0,13.3,,41778.12,0,1,3,1
1970-01-01 00:28:48.950400,10.4,100.0,10.7,,34703.92,0,1,3,1
1970-01-01 00:28:48.954000,10.0,100.0,9.3,,42317.41,0,1,3,1
1970-01-01 00:28:48.957600,10.8,100.0,9.6,,38372.49,0,1,3,1
1970-01-01 00:28:48.961200,10.7,100.0,9.9,,40473.57,0,1,3,1
1970-01-01 00:28:48.964800,10.1,100.0,10.3,,37510.48,0,1,3,1
